ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-10-25,1486.7821559066085,-1105.2833878697095,4349.2677595389405,1486.7821559066085,1486.7821559066085,134.19040040905597,134.19040040905597,134.19040040905597,22.055791034660437,22.055791034660437,22.055791034660437,112.13460937439551,112.13460937439551,112.13460937439551,0.0,0.0,0.0,1620.9725563156644
2014-10-26,1486.9002797746605,-795.6643557160685,4672.107546121832,1486.9002797746605,1486.9002797746605,402.01333539356256,402.01333539356256,402.01333539356256,203.87039745332325,203.87039745332325,203.87039745332325,198.14293794023934,198.14293794023934,198.14293794023934,0.0,0.0,0.0,1888.913615168223
2014-10-27,1487.0184036427129,-630.3547216226417,4694.057366207999,1487.0184036427129,1487.0184036427129,699.1516188025277,699.1516188025277,699.1516188025277,411.4527655023089,411.4527655023089,411.4527655023089,287.69885330021873,287.69885330021873,287.69885330021873,0.0,0.0,0.0,2186.1700224452406
2014-10-28,1487.136527510765,-1025.5726091372037,4390.44199167318,1487.136527510765,1487.136527510765,207.57053998070776,207.57053998070776,207.57053998070776,-172.17587922239514,-172.17587922239514,-172.17587922239514,379.7464192031029,379.7464192031029,379.7464192031029,0.0,0.0,0.0,1694.7070674914728
2014-10-29,1487.2546513788175,-1941.7457064674636,3672.701652077837,1487.2546513788175,1487.2546513788175,-567.3330323975356,-567.3330323975356,-567.3330323975356,-1040.535065581787,-1040.535065581787,-1040.535065581787,473.20203318425126,473.20203318425126,473.20203318425126,0.0,0.0,0.0,919.9216189812819
2014-10-31,1487.4908991149218,-266.0461316019066,5250.129460127232,1487.4908991149218,1487.4908991149218,1079.5349156518864,1079.5349156518864,1079.5349156518864,419.5766229021754,419.5766229021754,419.5766229021754,659.9582927497112,659.9582927497112,659.9582927497112,0.0,0.0,0.0,2567.0258147668083
2014-11-01,1487.609022982974,-667.2728991856218,4818.920203763554,1487.609022982974,1487.609022982974,773.1512794935111,773.1512794935111,773.1512794935111,22.055791035257336,22.055791035257336,22.055791035257336,751.0954884582538,751.0954884582538,751.0954884582538,0.0,0.0,0.0,2260.760302476485
2014-11-02,1487.7271468510262,-83.53286913105254,5379.592539301859,1487.7271468510262,1487.7271468510262,1043.2169708699198,1043.2169708699198,1043.2169708699198,203.8703974527979,203.8703974527979,203.8703974527979,839.3465734171219,839.3465734171219,839.3465734171219,0.0,0.0,0.0,2530.944117720946
2014-11-03,1487.8452707190786,193.0447843976922,5588.169657597026,1487.8452707190786,1487.8452707190786,1335.1821507866557,1335.1821507866557,1335.1821507866557,411.45276550239385,411.45276550239385,411.45276550239385,923.729385284262,923.729385284262,923.729385284262,0.0,0.0,0.0,2823.0274215057343
2014-11-04,1487.9633945871308,-424.8976147133945,5179.609940374599,1487.9633945871308,1487.9633945871308,831.1542965911091,831.1542965911091,831.1542965911091,-172.1758792235583,-172.1758792235583,-172.1758792235583,1003.3301758146673,1003.3301758146673,1003.3301758146673,0.0,0.0,0.0,2319.11769117824
2014-11-05,1488.0815184551832,-999.4945879081213,4290.058540456308,1488.0815184551832,1488.0815184551832,36.78334098804838,36.78334098804838,36.78334098804838,-1040.5350655820462,-1040.5350655820462,-1040.5350655820462,1077.3184065700946,1077.3184065700946,1077.3184065700946,0.0,0.0,0.0,1524.8648594432316
2014-11-06,1488.1996423232354,-7.409920638232994,5514.265508810957,1488.1996423232354,1488.1996423232354,1300.7157896234378,1300.7157896234378,1300.7157896234378,155.75536791184365,155.75536791184365,155.75536791184365,1144.960421711594,1144.960421711594,1144.960421711594,0.0,0.0,0.0,2788.9154319466734
2014-11-07,1488.3177661912873,489.2392343161696,5711.568862577523,1488.3177661912873,1488.3177661912873,1625.2083288164297,1625.2083288164297,1625.2083288164297,419.57662290222567,419.57662290222567,419.57662290222567,1205.631705914204,1205.631705914204,1205.631705914204,0.0,0.0,0.0,3113.5260950077172
2014-11-08,1488.4358900593397,157.97270437350178,5436.889254247635,1488.4358900593397,1488.4358900593397,1280.883238908928,1280.883238908928,1280.883238908928,22.055791034356446,22.055791034356446,22.055791034356446,1258.8274478745716,1258.8274478745716,1258.8274478745716,0.0,0.0,0.0,2769.3191289682677
2014-11-09,1488.554013927392,290.516885524477,5782.943127826827,1488.554013927392,1488.554013927392,1508.0415468626775,1508.0415468626775,1508.0415468626775,203.87039745349477,203.87039745349477,203.87039745349477,1304.1711494091828,1304.1711494091828,1304.1711494091828,0.0,0.0,0.0,2996.5955607900696
2014-11-10,1488.6721377954443,623.929995202657,5960.5640512262125,1488.6721377954443,1488.6721377954443,1752.8738123290805,1752.8738123290805,1752.8738123290805,411.4527655028936,411.4527655028936,411.4527655028936,1341.4210468261867,1341.4210468261867,1341.4210468261867,0.0,0.0,0.0,3241.545950124525
2014-11-11,1488.7902616634965,-256.68410263972123,5410.850661347007,1488.7902616634965,1488.7902616634965,1198.2982656842253,1198.2982656842253,1198.2982656842253,-172.1758792242957,-172.1758792242957,-172.1758792242957,1370.474144908521,1370.474144908521,1370.474144908521,0.0,0.0,0.0,2687.0885273477215
2014-11-12,1488.9083855315487,-1006.9769424377097,4613.2297848728995,1488.9083855315487,1488.9083855315487,350.8326385195519,350.8326385195519,350.8326385195519,-1040.5350655819043,-1040.5350655819043,-1040.5350655819043,1391.3677041014562,1391.3677041014562,1391.3677041014562,0.0,0.0,0.0,1839.7410240511006
2014-11-14,1489.144633267653,614.6893060804969,5774.1690217215155,1489.144633267653,1489.144633267653,1829.0933908170846,1829.0933908170846,1829.0933908170846,419.5766229027393,419.5766229027393,419.5766229027393,1409.516767914345,1409.516767914345,1409.516767914345,0.0,0.0,0.0,3318.238024084738
2014-11-15,1489.2627571357054,141.50186737688406,5854.294746611946,1489.2627571357054,1489.2627571357054,1429.579694418521,1429.579694418521,1429.579694418521,22.055791034953298,22.055791034953298,22.055791034953298,1407.5239033835678,1407.5239033835678,1407.5239033835678,0.0,0.0,0.0,2918.8424515542265
2014-11-16,1489.3808810037576,176.35176725319823,5850.432187275923,1489.3808810037576,1489.3808810037576,1602.729241105083,1602.729241105083,1602.729241105083,203.8703974541917,203.8703974541917,203.8703974541917,1398.8588436508912,1398.8588436508912,1398.8588436508912,0.0,0.0,0.0,3092.1101221088406
2014-11-17,1489.49900487181,721.2489910458671,5763.218725856412,1489.49900487181,1489.49900487181,1795.6411370778064,1795.6411370778064,1795.6411370778064,411.45276550339355,411.45276550339355,411.45276550339355,1384.188371574413,1384.188371574413,1384.188371574413,0.0,0.0,0.0,3285.1401419496165
2014-11-18,1489.6171287398622,-240.3621482842577,5244.20248489853,1489.6171287398622,1489.6171287398622,1192.0965604903706,1192.0965604903706,1192.0965604903706,-172.1758792250331,-172.1758792250331,-172.1758792250331,1364.2724397154038,1364.2724397154038,1364.2724397154038,0.0,0.0,0.0,2681.713689230233
2014-11-19,1489.7352526079144,-906.018196703175,4594.750658274518,1489.7352526079144,1489.7352526079144,299.4127088734138,299.4127088734138,299.4127088734138,-1040.5350655821637,-1040.5350655821637,-1040.5350655821637,1339.9477744555777,1339.9477744555777,1339.9477744555777,0.0,0.0,0.0,1789.1479614813281
2014-11-20,1489.8533764759666,130.43682373503725,5635.994840954944,1489.8533764759666,1489.8533764759666,1467.8649871226185,1467.8649871226185,1467.8649871226185,155.75536791097565,155.75536791097565,155.75536791097565,1312.1096192116427,1312.1096192116427,1312.1096192116427,0.0,0.0,0.0,2957.718363598585
2014-11-21,1489.9715003440188,494.06359160820045,5994.968304981497,1489.9715003440188,1489.9715003440188,1701.2685836429214,1701.2685836429214,1701.2685836429214,419.57662290182947,419.57662290182947,419.57662290182947,1281.6919607410919,1281.6919607410919,1281.6919607410919,0.0,0.0,0.0,3191.24008398694
2014-11-22,1490.0896242120712,95.67570413811646,5640.92961757813,1490.0896242120712,1490.0896242120712,1271.702420406062,1271.702420406062,1271.702420406062,22.055791034052493,22.055791034052493,22.055791034052493,1249.6466293720093,1249.6466293720093,1249.6466293720093,0.0,0.0,0.0,2761.7920446181333
2014-11-23,1490.2077480801233,154.03203325080204,5627.419140533308,1490.2077480801233,1490.2077480801233,1420.7921009633492,1420.7921009633492,1420.7921009633492,203.87039745377703,203.87039745377703,203.87039745377703,1216.9217035095721,1216.9217035095721,1216.9217035095721,0.0,0.0,0.0,2910.9998490434728
2014-11-24,1490.3258719481755,356.7721629208213,5935.928160679554,1490.3258719481755,1490.3258719481755,1595.8924451448609,1595.8924451448609,1595.8924451448609,411.4527655034783,411.4527655034783,411.4527655034783,1184.4396796413828,1184.4396796413828,1184.4396796413828,0.0,0.0,0.0,3086.2183170930366
2014-11-25,1490.4439958162277,-403.18543383697994,5141.435001825035,1490.4439958162277,1490.4439958162277,980.9000108926388,980.9000108926388,980.9000108926388,-172.17587922347298,-172.17587922347298,-172.17587922347298,1153.0758901161119,1153.0758901161119,1153.0758901161119,0.0,0.0,0.0,2471.3440067088663
2014-11-26,1490.56211968428,-1291.3684501983328,4313.733713061028,1490.56211968428,1490.56211968428,83.1025956836741,83.1025956836741,83.1025956836741,-1040.5350655820223,-1040.5350655820223,-1040.5350655820223,1123.6376612656961,1123.6376612656961,1123.6376612656961,0.0,0.0,0.0,1573.6647153679542
2014-11-27,1490.6802435523323,-5.355844930091475,5335.042188773079,1490.6802435523323,1490.6802435523323,1252.6000711622032,1252.6000711622032,1252.6000711622032,155.75536791164438,155.75536791164438,155.75536791164438,1096.844703250559,1096.844703250559,1096.844703250559,0.0,0.0,0.0,2743.2803147145355
2014-11-28,1490.7983674203845,383.82461188652366,5658.9565624072,1490.7983674203845,1490.7983674203845,1492.8878328182277,1492.8878328182277,1492.8878328182277,419.5766229009195,419.5766229009195,419.5766229009195,1073.3112099173081,1073.3112099173081,1073.3112099173081,0.0,0.0,0.0,2983.6862002386124
2014-11-29,1490.9164912884369,-125.3307921447159,5241.593034459564,1490.9164912884369,1490.9164912884369,1075.5859128402349,1075.5859128402349,1075.5859128402349,22.05579103545116,22.05579103545116,22.05579103545116,1053.530121804784,1053.530121804784,1053.530121804784,0.0,0.0,0.0,2566.5024041286715
2014-11-30,1491.0346151564888,-61.35812673176986,5585.715950659592,1491.0346151564888,1491.0346151564888,1241.7303658646529,1241.7303658646529,1241.7303658646529,203.8703974543632,203.8703974543632,203.8703974543632,1037.8599684102896,1037.8599684102896,1037.8599684102896,0.0,0.0,0.0,2732.7649810211415
2014-12-01,1491.1527390245412,188.45054518955843,5921.172737507272,1491.1527390245412,1491.1527390245412,1437.967422909665,1437.967422909665,1437.967422909665,411.4527655031249,411.4527655031249,411.4527655031249,1026.51465740654,1026.51465740654,1026.51465740654,0.0,0.0,0.0,2929.1201619342064
2014-12-02,1491.270865401234,-436.4349843354533,4835.8023763251795,1491.270865401234,1491.270865401234,847.3806402751783,847.3806402751783,847.3806402751783,-172.1758792246362,-172.1758792246362,-172.1758792246362,1019.5565194998145,1019.5565194998145,1019.5565194998145,0.0,0.0,0.0,2338.6515056764124
2014-12-03,1491.3889917779268,-1115.0359373010372,4289.38337234182,1491.3889917779268,1491.3889917779268,-23.642216433440744,-23.642216433440744,-23.642216433440744,-1040.5350655817947,-1040.5350655817947,-1040.5350655817947,1016.8928491483539,1016.8928491483539,1016.8928491483539,0.0,0.0,0.0,1467.746775344486
2014-12-04,1491.5071181546195,200.29899505252953,5530.926222119318,1491.5071181546195,1491.5071181546195,1174.0314727355324,1174.0314727355324,1174.0314727355324,155.75536791289377,155.75536791289377,155.75536791289377,1018.2761048226387,1018.2761048226387,1018.2761048226387,0.0,0.0,0.0,2665.5385908901517
2014-12-05,1491.6252445313123,323.6115862773823,5732.771645994368,1491.6252445313123,1491.6252445313123,1442.884472448452,1442.884472448452,1442.884472448452,419.5766229014331,419.5766229014331,419.5766229014331,1023.3078495470188,1023.3078495470188,1023.3078495470188,0.0,0.0,0.0,2934.5097169797646
2014-12-06,1491.743370908005,-547.7428409746361,5466.079066584887,1491.743370908005,1491.743370908005,1053.5022160324154,1053.5022160324154,1053.5022160324154,22.055791034898228,22.055791034898228,22.055791034898228,1031.4464249975172,1031.4464249975172,1031.4464249975172,0.0,0.0,0.0,2545.2455869404203
2014-12-07,1491.8614972846979,-43.227096203711994,5451.397143334421,1491.8614972846979,1491.8614972846979,1245.8886599687564,1245.8886599687564,1245.8886599687564,203.87039745394856,203.87039745394856,203.87039745394856,1042.018262514808,1042.018262514808,1042.018262514808,0.0,0.0,0.0,2737.7501572534543
2014-12-08,1491.9796236613904,299.2115316973761,5615.235590575038,1491.9796236613904,1491.9796236613904,1465.6854097147664,1465.6854097147664,1465.6854097147664,411.4527655027717,411.4527655027717,411.4527655027717,1054.2326442119945,1054.2326442119945,1054.2326442119945,0.0,0.0,0.0,2957.6650333761568
2014-12-09,1492.0977500380834,-485.18322859746536,5052.025861967004,1492.0977500380834,1492.0977500380834,895.0237599781889,895.0237599781889,895.0237599781889,-172.17587922265034,-172.17587922265034,-172.17587922265034,1067.1996392008393,1067.1996392008393,1067.1996392008393,0.0,0.0,0.0,2387.121510016272
2014-12-10,1492.2158764147762,-1138.7987318022144,4304.274407922496,1492.2158764147762,1492.2158764147762,39.41579051510729,39.41579051510729,39.41579051510729,-1040.5350655822258,-1040.5350655822258,-1040.5350655822258,1079.950856097333,1079.950856097333,1079.950856097333,0.0,0.0,0.0,1531.6316669298835
2014-12-12,1492.4521291681617,225.05192656206694,5913.264211182658,1492.4521291681617,1492.4521291681617,1520.2573817599944,1520.2573817599944,1520.2573817599944,419.5766229014835,419.5766229014835,419.5766229014835,1100.6807588585111,1100.6807588585111,1100.6807588585111,0.0,0.0,0.0,3012.7095109281563
2014-12-13,1492.5702555448545,-60.325454604150586,5381.82926158226,1492.5702555448545,1492.5702555448545,1128.6031585769424,1128.6031585769424,1128.6031585769424,22.05579103434533,22.05579103434533,22.05579103434533,1106.547367542597,1106.547367542597,1106.547367542597,0.0,0.0,0.0,2621.1734141217967
2014-12-14,1492.6883819215473,80.00625540080809,5545.372684733274,1492.6883819215473,1492.6883819215473,1311.897787214418,1311.897787214418,1311.897787214418,203.87039745464543,203.87039745464543,203.87039745464543,1108.0273897597726,1108.0273897597726,1108.0273897597726,0.0,0.0,0.0,2804.586169135965
2014-12-15,1492.80650829824,157.20821639863541,5675.305182431872,1492.80650829824,1492.80650829824,1515.5886952101202,1515.5886952101202,1515.5886952101202,411.4527655032715,411.4527655032715,411.4527655032715,1104.1359297068489,1104.1359297068489,1104.1359297068489,0.0,0.0,0.0,3008.3952035083603
2014-12-16,1492.9246346749328,-276.56640554823053,5127.966116737949,1492.9246346749328,1492.9246346749328,921.7888269497165,921.7888269497165,921.7888269497165,-172.17587922151603,-172.17587922151603,-172.17587922151603,1093.9647061712324,1093.9647061712324,1093.9647061712324,0.0,0.0,0.0,2414.7134616246494
2014-12-17,1493.0427610516256,-1196.3305557953288,4343.093066678556,1493.0427610516256,1493.0427610516256,36.17223691703317,36.17223691703317,36.17223691703317,-1040.535065581998,-1040.535065581998,-1040.535065581998,1076.7073024990311,1076.7073024990311,1076.7073024990311,0.0,0.0,0.0,1529.2149979686587
2014-12-19,1493.2790138050111,217.37863005358983,5475.100913382312,1493.2790138050111,1493.2790138050111,1437.931896371242,1437.931896371242,1437.931896371242,419.57662290295735,419.57662290295735,419.57662290295735,1018.3552734682844,1018.3552734682844,1018.3552734682844,0.0,0.0,0.0,2931.210910176253
2014-12-20,1493.397140181704,-280.38532645362005,5120.529769281328,1493.397140181704,1493.397140181704,998.4101145209186,998.4101145209186,998.4101145209186,22.05579103379241,22.05579103379241,22.05579103379241,976.3543234871262,976.3543234871262,976.3543234871262,0.0,0.0,0.0,2491.8072547026222
2014-12-21,1493.5152665583967,-179.86882948992957,5188.317726038218,1493.5152665583967,1493.5152665583967,1129.3569842312352,1129.3569842312352,1129.3569842312352,203.87039745300856,203.87039745300856,203.87039745300856,925.4865867782266,925.4865867782266,925.4865867782266,0.0,0.0,0.0,2622.872250789632
2014-12-22,1493.6333929350894,83.10716832501683,5605.863582510822,1493.6333929350894,1493.6333929350894,1277.200128387429,1277.200128387429,1277.200128387429,411.45276550250315,411.45276550250315,411.45276550250315,865.7473628849258,865.7473628849258,865.7473628849258,0.0,0.0,0.0,2770.833521322518
2014-12-23,1493.7515193117822,-664.0184862693601,4872.506759231409,1493.7515193117822,1493.7515193117822,625.1504088057753,625.1504088057753,625.1504088057753,-172.17587922182764,-172.17587922182764,-172.17587922182764,797.3262880276029,797.3262880276029,797.3262880276029,0.0,0.0,0.0,2118.9019281175574
2014-12-24,1493.869645688475,-1661.5760156925453,3886.225518679648,1493.869645688475,1493.869645688475,-319.92633145734004,-319.92633145734004,-319.92633145734004,-1040.5350655817706,-1040.5350655817706,-1040.5350655817706,720.6087341244305,720.6087341244305,720.6087341244305,0.0,0.0,0.0,1173.943314231135
2014-12-26,1494.1058984418605,-134.51841509318325,5285.787778759579,1494.1058984418605,1494.1058984418605,964.356631657277,964.356631657277,964.356631657277,419.57662290251056,419.57662290251056,419.57662290251056,544.7800087547664,544.7800087547664,544.7800087547664,0.0,0.0,0.0,2458.4625300991374
2014-12-27,1494.2240248185533,-695.467036567328,4644.183043947202,1494.2240248185533,1494.2240248185533,469.4212157929792,469.4212157929792,469.4212157929792,22.0557910351911,22.0557910351911,22.0557910351911,447.36542475778805,447.36542475778805,447.36542475778805,0.0,0.0,0.0,1963.6452406115325
2014-12-28,1494.342151195246,-885.3269319301081,4750.735549860373,1494.342151195246,1494.342151195246,548.8884466320096,548.8884466320096,548.8884466320096,203.8703974537054,203.8703974537054,203.8703974537054,345.0180491783042,345.0180491783042,345.0180491783042,0.0,0.0,0.0,2043.2305978272557
2014-12-29,1494.4602775719388,-510.62414715348433,4845.895723288323,1494.4602775719388,1494.4602775719388,650.4139415072644,650.4139415072644,650.4139415072644,411.45276550300304,411.45276550300304,411.45276550300304,238.96117600426135,238.96117600426135,238.96117600426135,0.0,0.0,0.0,2144.874219079203
2014-12-30,1494.5784039486316,-1268.9865552198994,4224.0269813453215,1494.5784039486316,1494.5784039486316,-41.648352412460845,-41.648352412460845,-41.648352412460845,-172.17587922299086,-172.17587922299086,-172.17587922299086,130.52752681053,130.52752681053,130.52752681053,0.0,0.0,0.0,1452.9300515361708
2014-12-31,1494.6965303253244,-2328.868041100256,3118.6429098519397,1494.6965303253244,1494.6965303253244,-1019.4035017144264,-1019.4035017144264,-1019.4035017144264,-1040.535065581543,-1040.535065581543,-1040.535065581543,21.131563867116533,21.131563867116533,21.131563867116533,0.0,0.0,0.0,475.293028610898
2015-01-02,1494.93278307871,-920.9777118828705,4649.385970781381,1494.93278307871,1494.93278307871,224.91310982374642,224.91310982374642,224.91310982374642,419.57662290256104,419.57662290256104,419.57662290256104,-194.66351307881465,-194.66351307881465,-194.66351307881465,0.0,0.0,0.0,1719.8458929024564
2015-01-03,1495.0509094554027,-1489.8803795651672,4121.468477396471,1495.0509094554027,1495.0509094554027,-276.04887494155486,-276.04887494155486,-276.04887494155486,22.055791033488372,22.055791033488372,22.055791033488372,-298.1046659750432,-298.1046659750432,-298.1046659750432,0.0,0.0,0.0,1219.0020345138478
2015-01-04,1495.1690358320955,-1463.0548106747099,3883.3449902181314,1495.1690358320955,1495.1690358320955,-192.7880836325042,-192.7880836325042,-192.7880836325042,203.87039745440228,203.87039745440228,203.87039745440228,-396.6584810869065,-396.6584810869065,-396.6584810869065,0.0,0.0,0.0,1302.3809521995913
2015-01-05,1495.2871622087882,-1367.3464275948543,4073.738043703145,1495.2871622087882,1495.2871622087882,-77.52592778246863,-77.52592778246863,-77.52592778246863,411.4527655022346,411.4527655022346,411.4527655022346,-488.97869328470324,-488.97869328470324,-488.97869328470324,0.0,0.0,0.0,1417.7612344263196
2015-01-06,1495.405288585481,-2057.49531672698,3315.8495054859204,1495.405288585481,1495.405288585481,-746.0057129678023,-746.0057129678023,-746.0057129678023,-172.17587922185655,-172.17587922185655,-172.17587922185655,-573.8298337459458,-573.8298337459458,-573.8298337459458,0.0,0.0,0.0,749.3995756176787
2015-01-09,1495.7596677155593,-1541.8234060318675,3807.4847628194575,1495.7596677155593,1495.7596677155593,-353.8942377756104,-353.8942377756104,-353.8942377756104,419.57662290165126,419.57662290165126,419.57662290165126,-773.4708606772616,-773.4708606772616,-773.4708606772616,0.0,0.0,0.0,1141.8654299399489
2015-01-10,1495.877794092252,-2069.218972824242,3284.197325198869,1495.877794092252,1495.877794092252,-797.2123314774293,-797.2123314774293,-797.2123314774293,22.05579103408526,22.05579103408526,22.05579103408526,-819.2681225115145,-819.2681225115145,-819.2681225115145,0.0,0.0,0.0,698.6654626148228
2015-01-12,1496.1140468456376,-1580.255990114752,3850.4265716208174,1496.1140468456376,1496.1140468456376,-466.1161448941593,-466.1161448941593,-466.1161448941593,411.45276550317266,411.45276550317266,411.45276550317266,-877.5689103973319,-877.5689103973319,-877.5689103973319,0.0,0.0,0.0,1029.9979019514783
2015-01-13,1496.2321732223304,-2318.38478195318,3023.484441030103,1496.2321732223304,1496.2321732223304,-1062.329464264962,-1062.329464264962,-1062.329464264962,-172.1758792225939,-172.1758792225939,-172.1758792225939,-890.1535850423683,-890.1535850423683,-890.1535850423683,0.0,0.0,0.0,433.9027089573683
2015-01-17,1496.7046787291015,-1914.039364464572,3434.5968383137842,1496.7046787291015,1496.7046787291015,-819.6742064572185,-819.6742064572185,-819.6742064572185,22.055791035483974,22.055791035483974,22.055791035483974,-841.7299974927024,-841.7299974927024,-841.7299974927024,0.0,0.0,0.0,677.030472271883
2015-01-19,1496.940931482487,-1637.0178213257482,3788.0844169921384,1496.940931482487,1496.940931482487,-360.3227695081681,-360.3227695081681,-360.3227695081681,411.4527655028193,411.4527655028193,411.4527655028193,-771.7755350109875,-771.7755350109875,-771.7755350109875,0.0,0.0,0.0,1136.6181619743188
2015-01-23,1497.4134369892581,-1367.6362388516281,4126.161027773,1497.4134369892581,1497.4134369892581,-175.62196330567463,-175.62196330567463,-175.62196330567463,419.57662290221515,419.57662290221515,419.57662290221515,-595.1985862078898,-595.1985862078898,-595.1985862078898,0.0,0.0,0.0,1321.7914736835835
2015-01-24,1497.5315659901255,-1934.4562395435062,3750.340424718976,1497.5315659901255,1497.5315659901255,-530.5069880049712,-530.5069880049712,-530.5069880049712,22.05579103493099,22.05579103493099,22.05579103493099,-552.5627790399021,-552.5627790399021,-552.5627790399021,0.0,0.0,0.0,967.0245779851543
2015-01-26,1497.76782399186,-1415.8525810002075,4180.434536171679,1497.76782399186,1497.76782399186,-68.2757455019815,-68.2757455019815,-68.2757455019815,411.45276550246604,411.45276550246604,411.45276550246604,-479.72851100444757,-479.72851100444757,-479.72851100444757,0.0,0.0,0.0,1429.4920784898786
2015-01-27,1497.8859529927274,-1751.5611195355348,3738.4049625828548,1497.8859529927274,1497.8859529927274,-624.3593517483315,-624.3593517483315,-624.3593517483315,-172.17587922406875,-172.17587922406875,-172.17587922406875,-452.1834725242628,-452.1834725242628,-452.1834725242628,0.0,0.0,0.0,873.5266012443959
2015-01-28,1498.0040819935948,-2612.922210796707,2802.1929586536125,1498.0040819935948,1498.0040819935948,-1472.5964437315927,-1472.5964437315927,-1472.5964437315927,-1040.5350655819502,-1040.5350655819502,-1040.5350655819502,-432.06137814964245,-432.06137814964245,-432.06137814964245,0.0,0.0,0.0,25.407638262002138
2015-01-30,1498.2403399953296,-1160.8865851965795,4199.502622780952,1498.2403399953296,1498.2403399953296,2.138586258260825,2.138586258260825,2.138586258260825,419.5766229022655,419.5766229022655,419.5766229022655,-417.4380366440047,-417.4380366440047,-417.4380366440047,0.0,0.0,0.0,1500.3789262535904
2015-01-31,1498.3584689961967,-1494.541141831806,3890.5202146987517,1498.3584689961967,1498.3584689961967,-401.99162285136117,-401.99162285136117,-401.99162285136117,22.055791035527843,22.055791035527843,22.055791035527843,-424.047413886889,-424.047413886889,-424.047413886889,0.0,0.0,0.0,1096.3668461448356
2015-02-03,1498.712855998799,-1914.5855024699197,3465.9111713283883,1498.712855998799,1498.712855998799,-673.2082337086196,-673.2082337086196,-673.2082337086196,-172.17587922293438,-172.17587922293438,-172.17587922293438,-501.0323544856852,-501.0323544856852,-501.0323544856852,0.0,0.0,0.0,825.5046222901793
2015-02-06,1499.0672430014008,-1351.8536878280054,4275.785642430675,1499.0672430014008,1499.0672430014008,-234.84304964838958,-234.84304964838958,-234.84304964838958,419.57662290231593,419.57662290231593,419.57662290231593,-654.4196725507055,-654.4196725507055,-654.4196725507055,0.0,0.0,0.0,1264.2241933530113
2015-02-07,1499.1853720022682,-1969.8947699114897,3391.79180169796,1499.1853720022682,1499.1853720022682,-696.2032062660752,-696.2032062660752,-696.2032062660752,22.055791033825212,22.055791033825212,22.055791033825212,-718.2589972999003,-718.2589972999003,-718.2589972999003,0.0,0.0,0.0,802.982165736193
2015-02-08,1499.3035010031356,-1840.8999512030555,3644.8062912882197,1499.3035010031356,1499.3035010031356,-582.3883596349183,-582.3883596349183,-582.3883596349183,203.87039745421995,203.87039745421995,203.87039745421995,-786.2587570891383,-786.2587570891383,-786.2587570891383,0.0,0.0,0.0,916.9151413682173
2015-02-09,1499.421630004003,-1650.9383183807622,3941.6224663769012,1499.421630004003,1499.421630004003,-445.4211414927723,-445.4211414927723,-445.4211414927723,411.4527655030506,411.4527655030506,411.4527655030506,-856.873906995823,-856.873906995823,-856.873906995823,0.0,0.0,0.0,1054.0004885112307
2015-02-10,1499.5397590048703,-2139.5632637394274,3032.204540550654,1499.5397590048703,1499.5397590048703,-1100.6306439549705,-1100.6306439549705,-1100.6306439549705,-172.1758792236718,-172.1758792236718,-172.1758792236718,-928.4547647312988,-928.4547647312988,-928.4547647312988,0.0,0.0,0.0,398.9091150498998
2015-02-14,1500.0122750083397,-2377.5981927669823,3161.3282867754074,1500.0122750083397,1500.0122750083397,-1167.880091510049,-1167.880091510049,-1167.880091510049,22.05579103522385,22.05579103522385,22.05579103522385,-1189.9358825452728,-1189.9358825452728,-1189.9358825452728,0.0,0.0,0.0,332.1321834982907
2015-02-15,1500.130404009207,-2273.6437543604966,3042.870947008567,1500.130404009207,1500.130404009207,-1036.7828861126716,-1036.7828861126716,-1036.7828861126716,203.87039745380534,203.87039745380534,203.87039745380534,-1240.6532835664768,-1240.6532835664768,-1240.6532835664768,0.0,0.0,0.0,463.34751789653546
2015-02-16,1500.2485330100744,-2063.1214600627645,3340.3057593312647,1500.2485330100744,1500.2485330100744,-870.9730763445091,-870.9730763445091,-870.9730763445091,411.45276550269733,411.45276550269733,411.45276550269733,-1282.4258418472064,-1282.4258418472064,-1282.4258418472064,0.0,0.0,0.0,629.2754566655653
2015-02-18,1500.484791011809,-3908.795705399429,1732.9915405951297,1500.484791011809,1500.484791011809,-2374.696054820532,-2374.696054820532,-2374.696054820532,-1040.5350655823272,-1040.5350655823272,-1040.5350655823272,-1334.1609892382046,-1334.1609892382046,-1334.1609892382046,0.0,0.0,0.0,-874.2112638087231
2015-02-20,1500.7210490135435,-2351.005064318031,3564.631912448974,1500.7210490135435,1500.7210490135435,-917.706984917869,-917.706984917869,-917.706984917869,419.5766229019196,419.5766229019196,419.5766229019196,-1337.2836078197886,-1337.2836078197886,-1337.2836078197886,0.0,0.0,0.0,583.0140640956745
2015-02-21,1500.839178014411,-2508.2038227842395,3040.9354041475076,1500.839178014411,1500.839178014411,-1297.1342888910024,-1297.1342888910024,-1297.1342888910024,22.055791034670943,22.055791034670943,22.055791034670943,-1319.1900799256732,-1319.1900799256732,-1319.1900799256732,0.0,0.0,0.0,203.70488912340852
